air_temp,relative_humidity,wind_speed,wind_direction,wind_gust,precip_accum_five_minute,precip_accum_one_hour,solar_radiation,precip_accum,volt,dew_point_temperature,Date,Time
-4.8,75,2.68,246,5.1,,,281,6.35,14.6,-8.6,2/9/2020,21:00:00
-4.7,70,2.73,267,5.45,,,276,6.35,14.2,-9.4,2/9/2020,21:30:00
-4.3,66,2.73,330,5.14,,,215,6.35,14.2,-9.77,2/9/2020,22:00:00
-4.5,64,2.68,326,4.52,,,141,6.35,14.3,-10.36,2/9/2020,22:30:00
-4.8,63,2.68,312,4.87,,,77,6.35,13.8,-10.84,2/9/2020,23:00:00
-5.3,65,1.83,308,4.74,,,23,6.35,13.4,-10.92,2/9/2020,23:30:00
-6.3,67,3.31,300,4.78,,,2,6.35,13.3,-11.49,2/10/2020,00:00:00
-7.3,68,2.55,302,3.62,,,0,6.35,13.1,-12.26,2/10/2020,00:30:00
-7.7,68,2.06,313,3.22,,,0,6.35,13.1,-12.65,2/10/2020,01:00:00
-8.2,68,1.83,308,2.86,,,0,6.35,13,-13.12,2/10/2020,01:30:00
-8.6,69,1.65,308,2.51,,0,0,6.35,13,-13.33,2/10/2020,02:00:00
-9.1,70,1.56,305,2.37,,,0,6.35,12.9,-13.63,2/10/2020,02:30:00
-10.1,74,1.12,298,1.65,,0,0,6.35,12.9,-13.9,2/10/2020,03:00:00
-10.5,77,1.08,302,1.65,,,0,6.35,12.9,-13.8,2/10/2020,03:30:00
-10.3,76,1.12,302,1.61,,,0,6.35,12.9,-13.76,2/10/2020,04:00:00
-10.8,79,1.48,301,2.37,,,0,6.35,12.9,-13.77,2/10/2020,04:30:00
-10.6,77,1.83,280,2.68,,,0,6.35,12.9,-13.89,2/10/2020,05:00:00
-10.4,77,2.06,287,3.4,,,0,6.35,12.9,-13.7,2/10/2020,05:30:00
-10.8,78,1.48,293,1.88,,,0,6.35,12.9,-13.93,2/10/2020,06:00:00
-11.5,81,0.98,290,1.48,,,0,6.35,12.8,-14.14,2/10/2020,06:30:00
-12.6,83,0.9,277,1.3,,,0,6.35,12.8,-14.92,2/10/2020,07:00:00
-13.4,82,1.08,277,2.15,,,0,6.35,12.8,-15.85,2/10/2020,07:30:00
-11.9,83,1.65,221,3.58,,,0,6.35,12.8,-14.23,2/10/2020,08:00:00
-12.7,81,0.94,254,1.79,,,0,6.35,12.7,-15.31,2/10/2020,08:30:00
-13.4,82,0.85,253,1.34,,,0,6.35,12.7,-15.85,2/10/2020,09:00:00
-12.7,82,1.38,224,2.55,,,0,6.35,12.7,-15.16,2/10/2020,09:30:00
-12.9,82,1.12,225,2.15,,0,0,6.35,12.7,-15.36,2/10/2020,10:00:00
-13.1,82,1.03,233,1.97,,,0,6.35,12.6,-15.56,2/10/2020,10:30:00
-13.1,82,1.43,201,2.64,,,0,6.35,12.7,-15.56,2/10/2020,11:00:00
-13.2,81,1.12,190,2.15,,,0,6.35,12.6,-15.8,2/10/2020,11:30:00
-13.4,81,1.12,155,2.59,,,0,6.35,12.6,-16,2/10/2020,12:00:00
-13.5,81,0.4,20,2.51,,,0,6.35,12.6,-16.1,2/10/2020,12:30:00
-13.4,81,0,,0,,,0,6.35,12.6,-16,2/10/2020,13:00:00
-13.2,81,0.45,30,2.33,,,3,6.35,12.6,-15.8,2/10/2020,13:30:00
-13.2,81,0.27,27,2.15,,,21,6.35,12.7,-15.8,2/10/2020,14:00:00
-12.7,82,1.03,111,2.51,,,50,6.35,12.9,-15.16,2/10/2020,14:30:00
-12,82,1.12,118,2.19,,,110,6.35,13.3,-14.48,2/10/2020,15:00:00
-11.8,81,0.9,124,2.01,,,147,6.35,13.9,-14.44,2/10/2020,15:30:00
-11.6,82,0.85,121,1.61,,0,216,6.35,14.7,-14.09,2/10/2020,16:00:00
-10.5,82,1.56,132,4.65,,,285,6.35,14.9,-13.01,2/10/2020,16:30:00
-9.3,82,2.33,141,4.47,,0,426,6.35,14.8,-11.84,2/10/2020,17:00:00
-8.6,82,3.17,139,5.5,,,418,6.35,14.7,-11.15,2/10/2020,17:30:00
-7.5,81,3.31,164,5.32,,,424,6.35,14.3,-10.24,2/10/2020,18:00:00
-6.2,73,3.22,177,5.5,,,384,6.35,14.2,-10.31,2/10/2020,18:30:00
-4.2,66,3.35,178,6.12,,0,398,6.35,14.2,-9.68,2/10/2020,19:00:00
-3.2,64,3.98,178,6.35,,,354,6.35,14.2,-9.12,2/10/2020,19:30:00
-2.5,64,3.49,191,6.44,,0,295,6.35,14.2,-8.45,2/10/2020,20:00:00
-1.7,62,3.49,206,7.6,,,234,6.35,14.3,-8.11,2/10/2020,20:30:00
-1.3,60,4.16,218,7.6,,0,349,6.35,14.2,-8.16,2/10/2020,21:00:00
-1.2,60,4.74,234,8.31,,,265,6.35,14.2,-8.06,2/10/2020,21:30:00
-1.3,60,4.74,234,8.54,,,221,6.35,14.2,-8.16,2/10/2020,22:00:00
-1.2,61,3.71,239,7.55,,,145,6.35,14.3,-7.85,2/10/2020,22:30:00
-1.7,64,4.42,238,7.6,,0,76,6.35,13.8,-7.69,2/10/2020,23:00:00
-2.2,66,3.62,235,6.75,,,25,6.35,13.4,-7.77,2/10/2020,23:30:00
-2.7,68,4.07,242,6.53,,0,2,6.35,13.3,-7.86,2/11/2020,00:00:00
-3.1,69,3.94,252,5.95,,,0,6.35,13.1,-8.05,2/11/2020,00:30:00
-3.3,70,4.56,259,7.24,,0,0,6.35,13.1,-8.05,2/11/2020,01:00:00
-3.6,71,4.38,265,6.66,,,0,6.35,13,-8.16,2/11/2020,01:30:00
-3.9,72,4.38,260,7.69,,,0,6.35,13,-8.26,2/11/2020,02:00:00
-4.1,72,3.98,260,7.2,,,0,6.35,13,-8.46,2/11/2020,02:30:00
-4.2,73,3.53,257,6.26,,0,0,6.35,13,-8.37,2/11/2020,03:00:00
-4.2,73,3.22,258,5.41,,,0,6.35,12.9,-8.37,2/11/2020,03:30:00
-3.9,71,3.26,265,5.14,,,0,6.35,12.9,-8.45,2/11/2020,04:00:00
-3.8,71,3.53,262,5.81,,,0,6.35,12.9,-8.35,2/11/2020,04:30:00
-4.1,72,3.4,268,5.27,,0,0,6.35,12.9,-8.46,2/11/2020,05:00:00
-4,72,3.53,259,6.26,,,0,6.35,12.9,-8.36,2/11/2020,05:30:00
-4,71,3.09,242,5.85,,0,0,6.35,12.9,-8.54,2/11/2020,06:00:00
-5.1,75,2.06,223,3.49,,,0,6.35,12.9,-8.89,2/11/2020,06:30:00
-4.9,73,3.53,263,7.46,,0,0,6.35,12.9,-9.05,2/11/2020,07:00:00
-4.6,71,3.94,281,5.99,,,0,6.35,12.9,-9.12,2/11/2020,07:30:00
-4.2,70,4.6,289,7.87,,0,0,6.35,12.9,-8.92,2/11/2020,08:00:00
-4.4,69,4.47,294,8.71,,,0,6.35,12.8,-9.3,2/11/2020,08:30:00
-4.9,71,3.66,294,5.59,,0,0,6.35,12.8,-9.41,2/11/2020,09:00:00
-5.2,72,3.62,291,6.12,,,0,6.35,12.8,-9.52,2/11/2020,09:30:00
-5.4,73,3.62,281,5.72,,,0,6.35,12.8,-9.53,2/11/2020,10:00:00
-5.4,74,3.71,278,6.35,,,0,6.35,12.8,-9.36,2/11/2020,10:30:00
-5.2,74,3.53,279,6.12,,0,0,6.35,12.8,-9.16,2/11/2020,11:00:00
-5.3,75,3.13,265,5.19,,,0,6.35,12.8,-9.09,2/11/2020,11:30:00
-5.5,76,3.71,260,5.85,,,0,6.35,12.8,-9.11,2/11/2020,12:00:00
-5.5,77,3.31,264,5.81,,,0,6.35,12.8,-8.94,2/11/2020,12:30:00
-5.4,77,3.35,264,5.72,,,0,6.35,12.8,-8.84,2/11/2020,13:00:00
-5.2,75,3.31,269,5.77,,,1,6.35,12.8,-8.99,2/11/2020,13:30:00
-5,74,3.4,269,5.54,,0,8,6.35,12.8,-8.97,2/11/2020,14:00:00
-4.9,71,3.8,269,6.88,,,26,6.35,12.9,-9.41,2/11/2020,14:30:00
-4.8,70,4.52,268,7.6,,,46,6.35,13,-9.5,2/11/2020,15:00:00
-4.9,71,4.24,274,7.2,,,67,6.35,13.3,-9.41,2/11/2020,15:30:00
-4.8,68,5.01,277,7.96,,,139,6.35,14,-9.87,2/11/2020,16:00:00
-4.7,65,5.19,284,7.87,,,179,6.35,14.5,-10.35,2/11/2020,16:30:00
-4.9,66,5.1,270,7.73,,0,226,6.35,14.8,-10.35,2/11/2020,17:00:00
-5.2,66,6.03,277,9.97,,,247,6.35,14.8,-10.63,2/11/2020,17:30:00
-4.9,64,5.19,281,8.23,,,403,6.35,14.8,-10.74,2/11/2020,18:00:00
-4.1,60,4.34,268,8.85,,,449,6.35,14.8,-10.8,2/11/2020,18:30:00
-3.2,57,4.38,273,7.46,,,515,6.35,14.3,-10.6,2/11/2020,19:00:00
-2.6,55,4.69,268,7.78,,,437,6.35,14.2,-10.5,2/11/2020,19:30:00
-2.2,54,4.52,272,8.71,,0,386,6.35,14.2,-10.36,2/11/2020,20:00:00
-1.6,53,3.76,260,7.33,,,401,6.35,14.1,-10.03,2/11/2020,20:30:00
-1.5,52,4.47,254,8.27,,0,339,6.35,14.1,-10.18,2/11/2020,21:00:00
-1.8,53,4.83,239,8.41,,,287,6.35,14.2,-10.22,2/11/2020,21:30:00
-2.1,52,4.65,243,8.13,,0,220,6.35,14.2,-10.74,2/11/2020,22:00:00
-2,53,3.76,222,7.82,,,151,6.35,14.3,-10.41,2/11/2020,22:30:00
-2.2,55,3.26,218,6.17,,,86,6.35,13.8,-10.12,2/11/2020,23:00:00
-2.6,58,2.95,216,6.39,,,29,6.35,13.4,-9.82,2/11/2020,23:30:00
-3.2,62,3.31,217,6.53,,0,3,6.35,13.3,-9.53,2/12/2020,00:00:00
-3.5,65,2.73,216,5.72,,,0,6.35,13.2,-9.21,2/12/2020,00:30:00
-3.8,68,2.73,217,5.1,,,0,6.35,13.1,-8.91,2/12/2020,01:00:00
-4.1,70,2.59,216,6.12,,,0,6.35,13,-8.82,2/12/2020,01:30:00
-4.3,72,2.33,213,4.92,,,0,6.35,13,-8.65,2/12/2020,02:00:00
-4.5,73,2.33,199,4.2,,,0,6.35,13,-8.66,2/12/2020,02:30:00
-4.5,73,2.59,194,5.01,,,0,6.35,13,-8.66,2/12/2020,03:00:00
-4.2,73,2.46,184,4.74,,,0,6.35,12.9,-8.37,2/12/2020,03:30:00
-4.1,72,2.46,179,4.34,,,0,6.35,12.9,-8.46,2/12/2020,04:00:00
-3.9,71,2.46,179,4.56,,,0,6.35,12.9,-8.45,2/12/2020,04:30:00
-3.5,69,3.13,182,5.68,,0,0,6.35,12.9,-8.43,2/12/2020,05:00:00
-3.2,68,3.4,180,6.48,,,0,6.35,12.9,-8.34,2/12/2020,05:30:00
-4.4,71,2.33,154,3.89,,0,0,6.35,12.9,-8.93,2/12/2020,06:00:00
-4.3,71,2.28,154,3.71,,,0,6.35,12.9,-8.83,2/12/2020,06:30:00
-4.4,71,2.1,153,3.49,,,0,6.35,12.9,-8.93,2/12/2020,07:00:00
-3.8,69,2.37,164,4.78,,,0,6.35,12.9,-8.72,2/12/2020,07:30:00
-2.6,64,2.99,175,5.23,,0,0,6.35,12.9,-8.55,2/12/2020,08:00:00
-2.2,62,3.35,179,5.54,,,0,6.35,12.9,-8.58,2/12/2020,08:30:00
-2.4,62,2.91,168,5.14,,,0,6.35,12.9,-8.77,2/12/2020,09:00:00
-2.4,62,2.81,167,4.96,,,0,6.35,12.8,-8.77,2/12/2020,09:30:00
-1.2,59,3.53,190,6.53,,0,0,6.35,12.9,-8.28,2/12/2020,10:00:00
-0.3,56,4.2,212,8.36,,,0,6.35,12.8,-8.11,2/12/2020,10:30:00
-0.5,58,3.8,215,7.46,,0,0,6.35,12.8,-7.84,2/12/2020,11:00:00
-0.6,60,3.62,218,7.96,,,0,6.35,12.8,-7.49,2/12/2020,11:30:00
-0.8,61,3.58,225,7.78,,,0,6.35,12.8,-7.47,2/12/2020,12:00:00
-0.9,63,2.73,230,6.57,,,0,6.35,12.8,-7.14,2/12/2020,12:30:00
-0.9,64,2.77,229,4.87,,,0,6.35,12.8,-6.93,2/12/2020,13:00:00
-0.9,65,2.46,226,4.29,,,5,6.35,12.8,-6.73,2/12/2020,13:30:00
-0.9,66,2.33,220,3.98,,0,47,6.35,13.3,-6.53,2/12/2020,14:00:00
-0.6,65,2.95,218,5.27,,,105,6.35,14,-6.44,2/12/2020,14:30:00
-0.4,65,2.99,232,5.85,,,127,6.35,14.1,-6.25,2/12/2020,15:00:00
-0.5,65,3.35,232,5.81,,,110,6.35,14.1,-6.35,2/12/2020,15:30:00
-0.4,66,2.91,232,5.19,,0.254,120,6.604,14.2,-6.05,2/12/2020,16:00:00
-0.1,66,2.37,232,4.38,,,151,6.604,14.4,-5.76,2/12/2020,16:30:00
0,66,2.37,237,4.78,,,108,6.604,14.3,-5.67,2/12/2020,17:00:00
0.3,66,2.28,259,5.45,,,160,6.604,14.8,-5.38,2/12/2020,17:30:00
1,63,3.35,312,5.72,,0,277,6.604,14.7,-5.34,2/12/2020,18:00:00
0.5,65,3.94,317,7.55,,,172,6.604,14.4,-5.4,2/12/2020,18:30:00
-0.6,73,4.07,343,8.13,,,163,6.604,14.4,-4.9,2/12/2020,19:00:00
-1,73,4.29,302,8.63,,,178,6.604,14.3,-5.29,2/12/2020,19:30:00
-1,71,4.02,290,7.55,,,136,6.604,14.3,-5.66,2/12/2020,20:00:00
-1.3,69,4.11,267,8.36,,,86,6.604,13.7,-6.32,2/12/2020,20:30:00
-2.4,68,4.83,336,10.59,,,91,6.604,14,-7.57,2/12/2020,21:00:00
-3.2,62,5.05,345,9.3,,,113,6.604,14,-9.53,2/12/2020,21:30:00
-4.5,58,5.85,340,9.56,,0,122,6.604,14,-11.61,2/12/2020,22:00:00
-5.6,53,5.32,342,10.42,,,97,6.604,13.9,-13.76,2/12/2020,22:30:00
-6.9,48,5.63,337,9.97,,,64,6.604,13.7,-16.17,2/12/2020,23:00:00
-7.6,41,4.83,326,9.21,,,28,6.604,13.3,-18.69,2/12/2020,23:30:00
-8.5,46,5.23,335,9.66,,0,3,6.604,13.2,-18.15,2/13/2020,00:00:00
-9.7,44,5.41,340,10.06,,,0,6.604,13.1,-19.77,2/13/2020,00:30:00
-10.7,42,4.52,344,9.03,,,0,6.604,13,-21.22,2/13/2020,01:00:00
-11.9,39,5.14,327,9.79,,,0,6.604,13,-23.15,2/13/2020,01:30:00
-12.8,39,4.83,317,8.98,,,0,6.604,13,-23.96,2/13/2020,02:00:00
-13.6,40,5.23,336,10.82,,,0,6.604,12.9,-24.4,2/13/2020,02:30:00
-14.6,40,5.45,302,9.56,,,0,6.604,12.9,-25.3,2/13/2020,03:00:00
-15.4,40,5.37,271,9.7,,,0,6.604,12.9,-26.02,2/13/2020,03:30:00
-16.3,41,5.19,248,9.48,,,0,6.604,12.9,-26.56,2/13/2020,04:00:00
-17.1,43,4.92,304,9.74,,,0,6.604,12.9,-26.77,2/13/2020,04:30:00
-17.8,44,4.96,269,9.3,,,0,6.604,12.9,-27.16,2/13/2020,05:00:00
-18.3,45,4.87,222,9.12,,,0,6.604,12.8,-27.37,2/13/2020,05:30:00
-18.7,46,5.05,321,9.7,,0,0,6.604,12.8,-27.5,2/13/2020,06:00:00
-19.2,48,4.87,346,9.66,,,0,6.604,12.7,-27.5,2/13/2020,06:30:00
-19.5,48,4.96,305,8.85,,,0,6.604,12.7,-27.78,2/13/2020,07:00:00
-20,48,4.92,288,9.56,,,0,6.604,12.7,-28.24,2/13/2020,07:30:00
-20.5,49,4.34,233,9.3,,0,0,6.604,12.7,-28.48,2/13/2020,08:00:00
-21,49,4.6,257,8.63,,,0,6.604,12.6,-28.94,2/13/2020,08:30:00
-21.3,51,4.42,324,8.23,,,0,6.604,12.6,-28.79,2/13/2020,09:00:00
-21.9,53,4.02,322,7.96,,,0,6.604,12.6,-28.94,2/13/2020,09:30:00
-22.4,54,4.34,335,8.13,,,0,6.604,12.6,-29.21,2/13/2020,10:00:00
-22.8,54,4.16,325,8.76,,,0,6.604,12.6,-29.58,2/13/2020,10:30:00
-23.3,55,4.2,321,8.45,,,0,6.604,12.5,-29.85,2/13/2020,11:00:00
-23.8,56,3.71,344,8.36,,,0,6.604,12.5,-30.13,2/13/2020,11:30:00
-24.1,56,3.4,332,6.93,,0,0,6.604,12.5,-30.41,2/13/2020,12:00:00
-24.3,56,3.66,340,6.66,,,0,6.604,12.5,-30.6,2/13/2020,12:30:00
-24.5,57,3.62,335,6.84,,0,0,6.604,12.5,-30.6,2/13/2020,13:00:00
-24.7,57,3.26,336,5.9,,,8,6.604,12.5,-30.79,2/13/2020,13:30:00
-24.5,56,3.49,331,7.15,,0,61,6.604,14.1,-30.79,2/13/2020,14:00:00
-24.3,55,3.84,332,7.15,,,130,6.604,14.9,-30.79,2/13/2020,14:30:00
-23.8,53,3.58,338,6.84,,,200,6.604,14.9,-30.71,2/13/2020,15:00:00
-23.1,52,2.86,334,5.23,,,270,6.604,14.9,-30.26,2/13/2020,15:30:00
-22.6,51,3.09,319,5.59,,,334,6.604,14.8,-30,2/13/2020,16:00:00
-22.3,50,3.17,312,5.27,,,390,6.604,14.7,-29.93,2/13/2020,16:30:00
-21.6,48,3.09,315,5.27,,0,438,6.604,14.6,-29.71,2/13/2020,17:00:00
-20.9,47,3.31,313,5.9,,,472,6.604,14.6,-29.29,2/13/2020,17:30:00
-20.6,46,3.84,301,6.26,,0,495,6.604,14.6,-29.25,2/13/2020,18:00:00
-20,45,3.66,297,6.17,,,506,6.604,14.6,-28.93,2/13/2020,18:30:00
-19.6,45,3.76,304,5.85,,0,502,6.604,14.6,-28.56,2/13/2020,19:00:00
-19.4,45,3.49,300,5.37,,,486,6.604,14.5,-28.38,2/13/2020,19:30:00
-19.1,45,3.4,298,5.95,,0,456,6.604,14.5,-28.11,2/13/2020,20:00:00
-18.8,45,3.35,302,5.45,,,415,6.604,14.5,-27.83,2/13/2020,20:30:00
-18.5,45,3.94,292,5.95,,0,361,6.604,14.6,-27.56,2/13/2020,21:00:00
-18.2,44,3.53,308,6.08,,,162,6.604,14.7,-27.53,2/13/2020,22:30:00
-18.4,45,3.98,291,5.77,,0,96,6.604,14.4,-27.47,2/13/2020,23:00:00
-18.6,46,3.84,292,6.44,,,35,6.604,14,-27.41,2/13/2020,23:30:00
-19.1,48,3.76,277,6.08,,,3,6.604,13.7,-27.41,2/14/2020,00:00:00
-19.5,49,3.22,278,4.87,,,0,6.604,13.3,-27.56,2/14/2020,00:30:00
-19.8,49,2.91,276,4.96,,,0,6.604,13.1,-27.83,2/14/2020,01:00:00
-19.9,49,2.95,269,4.56,,,0,6.604,13,-27.93,2/14/2020,01:30:00
-20,51,2.59,259,4.02,,,0,6.604,12.9,-27.59,2/14/2020,02:00:00
-20.5,57,2.81,260,4.34,,,0,6.604,12.9,-26.85,2/14/2020,02:30:00
-20.8,59,3.13,265,4.65,,,0,6.604,12.9,-26.75,2/14/2020,03:00:00
-21.1,60,2.99,272,5.72,,,0,6.604,12.8,-26.85,2/14/2020,03:30:00
-21.5,61,2.95,273,5.05,,,0,6.604,12.8,-27.05,2/14/2020,04:00:00
-21.9,63,2.73,271,4.78,,,0,6.604,12.7,-27.08,2/14/2020,04:30:00
-21.9,63,2.23,274,3.49,,,0,6.604,12.7,-27.08,2/14/2020,05:00:00
-22.1,65,2.01,267,2.99,,,0,6.604,12.7,-26.93,2/14/2020,05:30:00
-21.9,66,1.52,250,2.91,,0,0,6.604,12.6,-26.57,2/14/2020,06:00:00
-21.7,68,1.52,231,2.64,,,0,6.604,12.6,-26.05,2/14/2020,06:30:00
-22.2,70,1.3,253,2.41,,,0,6.604,12.6,-26.21,2/14/2020,07:00:00
-22.4,72,1.08,242,2.06,,,0,6.604,12.5,-26.09,2/14/2020,07:30:00
-22.1,71,1.88,217,3.04,,,0,6.604,12.5,-25.96,2/14/2020,08:00:00
-22.4,70,2.15,203,3.89,,,0,6.604,12.5,-26.4,2/14/2020,08:30:00
-22.7,71,2.19,201,3.66,,0,0,6.604,12.5,-26.54,2/14/2020,09:00:00
-23,72,2.1,198,3.94,,,0,6.604,12.5,-26.67,2/14/2020,09:30:00
-23,73,2.46,187,4.56,,,0,6.604,12.5,-26.52,2/14/2020,10:00:00
-23,72,2.41,204,4.29,,,0,6.604,12.5,-26.67,2/14/2020,10:30:00
-22.9,72,2.46,190,4.92,,,0,6.604,12.5,-26.58,2/14/2020,11:00:00
-23.1,73,2.1,155,3.53,,,0,6.604,12.5,-26.62,2/14/2020,11:30:00
-23.2,73,1.83,143,3.04,,,0,6.604,12.5,-26.71,2/14/2020,12:00:00
-23.5,75,1.65,138,2.33,,,0,6.604,12.5,-26.71,2/14/2020,12:30:00
-23.4,72,2.59,149,4.2,,0,0,6.604,12.5,-27.06,2/14/2020,13:00:00
-23.4,71,2.99,151,4.78,,,10,6.604,12.5,-27.21,2/14/2020,13:30:00
-23.2,70,3.62,152,6.39,,,71,6.604,14.4,-27.17,2/14/2020,14:00:00
-22.4,68,3.26,160,5.68,,,141,6.604,14.9,-26.72,2/14/2020,14:30:00
-21.1,64,3.94,164,6.62,,,212,6.604,14.9,-26.15,2/14/2020,15:00:00
-19.5,61,4.02,162,6.35,,,285,6.604,14.9,-25.16,2/14/2020,15:30:00
-18,57,4.6,161,7.2,,0,337,6.604,14.7,-24.5,2/14/2020,16:00:00
-16.5,54,4.56,170,7.42,,,402,6.604,14.6,-23.7,2/14/2020,16:30:00
-15.4,52,5.05,164,9.21,,0,442,6.604,14.5,-23.1,2/14/2020,17:00:00
-14.3,49,5.05,169,9.07,,,477,6.604,14.4,-22.76,2/14/2020,17:30:00
-13.1,48,5.5,169,9.52,,0,502,6.604,14.4,-21.88,2/14/2020,18:00:00
-12,46,4.96,168,8.67,,,512,6.604,14.4,-21.36,2/14/2020,18:30:00
-11.2,46,5.41,163,9.48,,,500,6.604,14.4,-20.63,2/14/2020,19:00:00
-11,46,6.39,158,9.56,,,493,6.604,14.4,-20.44,2/14/2020,19:30:00
-10.5,45,6.35,161,9.88,,0,459,6.604,14.4,-20.24,2/14/2020,20:00:00
-10.5,46,6.12,162,10.1,,,416,6.604,14.4,-19.99,2/14/2020,20:30:00
-10.9,49,6.48,160,11.98,,,366,6.604,14.4,-19.62,2/14/2020,21:00:00
-10.5,50,6.8,162,10.59,,,304,6.604,14.4,-19.01,2/14/2020,21:30:00
-10.5,51,7.2,162,11.85,,,231,6.604,14.4,-18.78,2/14/2020,22:00:00
-10.6,51,7.33,160,12.25,,,158,6.604,14.5,-18.87,2/14/2020,22:30:00
-10.6,50,7.11,168,12.38,,,80,6.604,14,-19.1,2/14/2020,23:00:00
-11,53,7.33,165,12.34,,,17,6.604,13.6,-18.79,2/14/2020,23:30:00
-11.4,56,7.6,164,12.52,,,2,6.604,13.3,-18.51,2/15/2020,00:00:00
-11.4,56,7.2,166,12.96,,,0,6.604,13.2,-18.51,2/15/2020,00:30:00
-11.3,57,6.93,164,11.62,,,0,6.604,13.1,-18.21,2/15/2020,01:00:00
-11.3,59,6.84,163,10.82,,,0,6.604,13,-17.8,2/15/2020,01:30:00
-11.6,60,6.35,168,10.64,,,0,6.604,13,-17.88,2/15/2020,02:00:00
-11.7,61,5.01,168,9.03,,,0,6.604,12.9,-17.78,2/15/2020,02:30:00
-11.6,63,5.01,162,8.49,,,0,6.604,12.9,-17.3,2/15/2020,03:00:00
-11.5,63,5.41,163,9.48,,,0,6.604,12.9,-17.2,2/15/2020,03:30:00
-11.4,64,4.92,167,8.09,,,0,6.604,12.9,-16.92,2/15/2020,04:00:00
-11.3,64,4.34,167,6.75,,,0,6.604,12.9,-16.83,2/15/2020,04:30:00
-11.1,64,4.11,164,6.8,,0,0,6.604,12.9,-16.63,2/15/2020,05:00:00
-10.3,62,5.14,174,8.98,,,0,6.604,12.8,-16.26,2/15/2020,05:30:00
-9.9,62,5.23,177,8.94,,0,0,6.604,12.8,-15.88,2/15/2020,06:00:00
-9.7,62,5.27,177,8.67,,,0,6.604,12.8,-15.69,2/15/2020,06:30:00
-9.5,63,5.01,178,8.36,,0,0,6.604,12.8,-15.31,2/15/2020,07:00:00
-9.2,63,4.42,177,7.73,,,0,6.604,12.8,-15.02,2/15/2020,07:30:00
-8.9,63,4.11,180,7.38,,0,0,6.604,12.8,-14.74,2/15/2020,08:00:00
-8,63,5.1,190,9.97,,,0,6.604,12.7,-13.88,2/15/2020,08:30:00
-7.6,63,5.59,192,10.32,,0,0,6.604,12.7,-13.5,2/15/2020,09:00:00
-7.6,64,5.1,193,9.21,,,0,6.604,12.7,-13.31,2/15/2020,09:30:00
-7.5,65,4.87,191,7.87,,,0,6.604,12.7,-13.02,2/15/2020,10:00:00
-7.3,66,4.52,193,8.23,,,0,6.604,12.7,-12.64,2/15/2020,10:30:00
-7,67,3.8,191,7.24,,0,0,6.604,12.7,-12.16,2/15/2020,11:00:00
-6.7,67,3.94,192,6.84,,,0,6.604,12.7,-11.87,2/15/2020,11:30:00
-6.4,67,4.42,191,7.87,,,0,6.604,12.7,-11.59,2/15/2020,12:00:00
-6.2,67,3.84,194,6.35,,,0,6.604,12.7,-11.4,2/15/2020,12:30:00
-6,68,3.35,196,6.44,,,0,6.604,12.7,-11.02,2/15/2020,13:00:00
-5.7,68,2.73,210,5.54,,,2,6.604,12.7,-10.73,2/15/2020,13:30:00
-5.4,69,2.55,221,4.6,,,18,6.604,12.9,-10.26,2/15/2020,14:00:00
-5.1,69,2.46,227,4.42,,,47,6.604,12.9,-9.97,2/15/2020,14:30:00
-4.7,69,2.64,227,4.56,,,99,6.604,13.5,-9.58,2/15/2020,15:00:00
-4.2,69,2.55,230,4.87,,,128,6.604,14,-9.1,2/15/2020,15:30:00
-3.6,69,2.28,244,3.94,,,235,6.604,14.8,-8.53,2/15/2020,16:00:00
-2.1,66,3.17,274,5.77,,,379,6.604,14.7,-7.67,2/15/2020,16:30:00
-1.2,67,4.38,293,6.97,,0,380,6.604,14.6,-6.62,2/15/2020,17:00:00
-0.5,66,5.01,303,7.82,,,479,6.604,14.2,-6.15,2/15/2020,17:30:00
-0.3,65,4.83,311,8.45,,0,469,6.604,14.1,-6.16,2/15/2020,18:00:00
0.4,62,4.83,308,8.67,,,526,6.604,14.1,-6.12,2/15/2020,18:30:00
0.6,62,4.24,306,8.58,,,434,6.604,14.1,-5.93,2/15/2020,19:00:00
1,61,4.29,301,7.11,,,459,6.604,14,-5.76,2/15/2020,19:30:00
1.2,59,5.27,277,8.71,,0,464,6.604,14.1,-6.02,2/15/2020,20:00:00
1.3,59,5.37,285,9.66,,,420,6.604,14.1,-5.92,2/15/2020,20:30:00
1.5,57,4.83,283,8.23,,,367,6.604,14.1,-6.19,2/15/2020,21:00:00
1.8,56,5.01,272,7.91,,,304,6.604,14.1,-6.14,2/15/2020,21:30:00
1.9,55,4.87,266,8.58,,0,233,6.604,14.1,-6.29,2/15/2020,22:00:00
1.7,54,4.69,263,8.94,,,166,6.604,14.2,-6.72,2/15/2020,22:30:00
1.1,50,4.42,274,8.58,,0,98,6.604,13.8,-8.28,2/15/2020,23:00:00
0.5,56,4.38,261,7.33,,,39,6.604,13.4,-7.36,2/15/2020,23:30:00
-0.3,56,4.34,267,7.28,,,4,6.604,13.3,-8.11,2/16/2020,00:00:00
-1,55,4.24,270,7.33,,,0,6.604,13.2,-9,2/16/2020,00:30:00
-1.5,56,4.47,275,7.46,,,0,6.604,13.1,-9.24,2/16/2020,01:00:00
-2.1,58,4.11,277,6.57,,,0,6.604,13.1,-9.35,2/16/2020,01:30:00
-2.5,60,4.65,287,8.36,,,0,6.604,13.1,-9.29,2/16/2020,02:00:00
